unit_name,asa,background,fur,skin,eyes,posture,clothing,hats,item,accessories,rarity_score,rank,name
AGA312,449452562,Bright Pink and Light Blue,Yellow,Yellow,Green,"Arm down, smiling",Pink Vneck,,,,82.27805496434986,890,AlgorillaArmy#312
AGA582,545079148,White and Orange,Red,Blue,Blue,Arm down,White Tanktop,Red Backwards Cap,,,82.1919440192184,891,AlgorillaArmy#582
AGA796,545148968,Light Blue and Deep Blue,Normal,Normal,Blue,"Arm down, smiling",White Tanktop,Yellow Beanie,,Aviators,82.01705131651411,892,AlgorillaArmy#796
AGA223,409003430,White and Pink,Normal,Yellow,Green,Arm down,Orange Hawaiian Shirt,Yellow Beanie,,,81.98742797673309,893,AlgorillaArmy#223
AGA714,545139680,Light Green and Mid Green,Normal,Normal,Green,"Arm down, smiling",Light Blue Tanktop,Green Beanie,,,81.84262978299283,894,AlgorillaArmy#714
AGA961,545205648,Light Blue and Deep Blue,Normal,Red,Normal,Arm up,,White Fishing Hat,Yellow Cocktail,,81.78470633857748,895,AlgorillaArmy#961
AGA649,545096559,Light Blue and Deep Blue,Normal,Pink,Normal,"Arm up, smiling",,Green Fishing Hat,Red Selfiestick,,81.56644887566102,896,AlgorillaArmy#649
AGA82,378937277,Grey and Green,Red,Red,Blue,"Arm down, smiling",,Green Afro,,,81.5410822958273,897,AlgorillaArmy#82
AGA531,545072934,Grey and Green,Red,Red,Blue,"Arm down, smiling",,Green Afro,,,81.5410822958273,898,AlgorillaArmy#531
AGA411,545027244,Bright Pink and Purple,Normal,Green,Blue,"Arm down, smiling",,Bright Red Beanie Hat,,White Shudder Shades,81.1450754664869,899,AlgorillaArmy#411
AGA779,545146940,White and Purple,Normal,Normal,Green,Arm up,Orange Hawaiian Shirt,,Yellow Cocktail,,80.85699740455924,900,AlgorillaArmy#779
AGA297,425964096,Bright Pink and Light Blue,Normal,Red,Normal,"Arm down, smiling",,Blue Beanie,,Yellow Shutter Shades,80.85300738064132,901,AlgorillaArmy#297
AGA530,545072792,Light Blue and Deep Blue,Blue,Yellow,Yellow,"Arm up, smiling",Yellow Tanktop,,Pink Gold Selfiestick,,80.72521523844563,902,AlgorillaArmy#530
AGA803,545149719,White and Pink,Red,Blue,Green,"Arm down, smiling",White Tanktop,,,Silver Algo Necklace,80.57188585091943,903,AlgorillaArmy#803
